holeid;From;To;Este;Norte;Cota;Rec_Peso_PND25_(%)
MHDD0510;79.5;84;8810.76;24727.791;2025.073;7.66
MHDD0510;85.5;90;8813.026;24725.759;2019.902;11.19
MHDD0510;99;102;8817.882;24721.479;2008.917;9.2
MHDD0510;102;105;8819.033;24720.48;2006.333;13.8
MHDD0426;52.5;55.5;9061.054;24563.968;2009.049;15.81
MHDD0426;70.5;73.5;9067.508;24557.872;1993.39;38.9
MHDD0426;78;81;9070.154;24555.289;1986.865;12.02
MHDD0426;93;97.5;9075.78;24549.959;1973.154;13.79
MHDD0426;105;108;9079.791;24546.163;1963.353;13.43
MHDD0426;109.5;112.5;9081.41;24544.66;1959.432;30.78
MHDD0426;114;121.5;9083.831;24542.408;1953.547;12.8
MHDD0426;123;127.5;9086.529;24539.921;1947.007;11.13
MHDD0505;9;15;9016.245;24708.013;1982.281;9.7
MHDD0505;22.5;28.5;9021.702;24702.388;1971.289;11.68
MHDD0505;31.5;40.5;9025.951;24698.041;1962.728;11.31
MHDD0505;87;93;9048.174;24676.017;1918.718;11.66
MHDD0505;94.5;100.5;9051.265;24672.93;1912.621;12.22
MHDD0505;115.5;121.5;9060.057;24664.395;1895.567;9.74
MHDD0511;129;133.5;9075.951;24423.354;2011.529;7.89
MHDD0511;135;138;9077.702;24421.717;2006.858;11.13
MHDD0462;90;96;8865.737;24629.864;2019.274;14.13
MHDD0462;124.5;132;8875.921;24619.887;1987.036;11.68
MHDD0507;54;63;9112.566;24619.757;1968.018;12.37
MHDD0507;64.5;72;9115.829;24616.684;1959.36;13.8
MHDD0507;73.5;81;9118.809;24613.853;1951.353;14.66
MHDD0507;82.5;91.5;9121.999;24610.754;1942.677;13.83
MHDD0404;79.5;85.5;8962.819;24662.835;1984.476;10.1
MHDD0404;90;96;8968.225;24662.813;1975.474;11.09
MHDD0404;102;108;8974.406;24662.809;1965.188;13.32
MHDD0501;45;51;8889.461;24763.972;2009.553;12.51
MHDD0501;72;78;8902.971;24763.923;1986.177;9.84
MHDD0501;108;114;8920.921;24763.773;1954.972;11.23
MHDD0501;144;150;8938.76;24763.653;1923.703;11.42
MHDD0510;117;123;8825.364;24714.987;1992.121;10.96
MHDD0510;159;165;8841.403;24700.765;1956.003;9.81
MHDD0408;129;135;9030.198;24610.982;1932.982;13.15
MHDD0408;136.5;144;9033.402;24610.952;1925.379;13.58
MHDD0408;150;156;9038.347;24610.842;1913.628;10.93
MHDD0408;160.5;168;9042.71;24610.727;1903.259;13.21
MHDD0408;174;180;9047.672;24610.612;1891.515;11.61
MHDD0272;213;220.5;9031.17;24775.329;1893.778;12.99
MHDD0279;354;360;8919.965;24898.479;1913.068;10.54
MHDD0279;361.5;367.5;8924.477;24898.492;1907.077;15.79
MHDD0279;375;382.5;8933.065;24898.483;1895.706;12.67
MHDD0280;282;288;8861.711;25025.261;1986.844;14.85
MHDD0268;237;243;9002.93;24676.782;1995.881;16.31
MHDD0268;343.5;349.5;9054.275;24676.26;1902.578;11.08
MHDD0268;352.5;358.5;9058.611;24676.207;1894.692;14.93
MHDD0483;211.5;217.5;8958.668;23853.98;2158.807;14.47
MHDD0483;222;229.5;8964.426;23854.005;2149.143;12.24
MHDD0483;232.5;237;8969.034;23854.026;2141.412;10.34
MHDD0483;238.5;241.5;8971.719;23854.041;2136.9;8.77
MHDD0487;169.5;174;8847.905;23879.948;2186.562;12.59
MHDD0487;175.5;178.5;8849.716;23879.989;2181.634;15.27
MHDD0487;180;184.5;8851.529;23880.029;2176.707;9.47
MHDD0487;186;190.5;8853.603;23880.074;2171.077;8.1
MHDD0487;199.5;207;8858.792;23880.171;2157.003;10.38
MHDD0487;211.5;214.5;8862.169;23880.222;2147.857;16.09
MHDD0487;216;220.5;8863.994;23880.246;2142.935;12.12
MHDD0487;222;225;8865.826;23880.268;2138.015;11.44
MHDD0487;237;241.5;8871.337;23880.334;2123.261;16.4
MHDD0487;244.5;249;8873.95;23880.354;2116.23;14.29
MHDD0487;255;261;8877.882;23880.378;2105.69;13.04
MHDD0487;262.5;265.5;8879.989;23880.389;2100.072;15.75
MHDD0454;45;51;9291.938;24379.4;2155.181;13.65
MHDD0454;57;63;9294.915;24376.584;2143.903;13.49
MHDD0454;76.5;84;9299.854;24371.764;2124.865;13.38
MHDD0511;73.5;79.5;9057.842;24440.585;2060.239;9.44
MHDD0459;93;99;9009.193;24300.667;2149.88;22.46
MHDD0455;7.5;13.5;9243.957;24363.5;2202.451;11.03
MHDD0455;18;22.5;9247.84;24361.067;2193.845;10.18
MHDD0455;24;27;9249.977;24359.829;2189.212;26.76
MHDD0455;34.5;39;9254.505;24357.074;2179.289;25.19
MHDD0514;66;72;9285.306;24366.618;2145.205;12.3
MHDD0514;73.5;79.5;9287.55;24364.498;2138.37;11.79
MHDD0436;148.5;154.5;8694.422;24347.557;2216.346;7.22
MHDD0436;156;162;8696.823;24347.366;2209.244;8.71
MHDD0456;1.5;6;9158.636;24341.304;2215.953;22.6
MHDD0456;15;18;9162.641;24337.538;2204.449;8.46
MHDD0456;19.5;24;9164.294;24335.979;2199.716;11.67
MHDD0456;73.5;76.5;9180.982;24320.411;2151.606;12.52
MHDD0421;148.5;156;8711.615;24323.878;2216.735;10.37
MHDD0508;18;25.5;8980.373;24344.277;2215.812;16.51
MHDD0508;64.5;70.5;8997.988;24344.242;2173.589;18.09
MHDD0508;85.5;91.5;9005.987;24344.169;2154.172;12.4
MHDD0414;261;267;8692.703;24425.796;2125.253;15.66
MHDD0490;24;31.5;9140.58;24459.439;2104.53;13.67
MHDD0490;33;39;9142.913;24457.177;2096.947;9.35
MHDD0490;70.5;78;9153.77;24446.729;2061.79;14.27
MHDD0490;85.5;91.5;9157.78;24442.812;2048.688;13.64
MHDD0455;85.5;90;9274.985;24344.448;2134.321;11.16
MHDD0455;91.5;97.5;9277.718;24342.803;2128.372;13.02
MHDD0455;99;102;9280.146;24341.342;2123.084;12.73
MHDD0455;105;109.5;9282.871;24339.699;2117.131;17.9
MHDD0472;25.5;33;9368.543;24449.264;2168.679;14.3
MHDD0472;33;39;9365.747;24449.329;2162.535;12.52
MHDD0472;39;46.5;9362.958;24449.408;2156.389;15.65
MHDD0472;58.5;66;9354.964;24449.71;2138.606;9.5
MHDD0206;180;187.5;9332.63;24276.319;2178.81;28.68
MHDD0257;159;166.5;9098.067;24298.964;2181.594;15.34
MHDD0259;168;174;8890.077;24322.617;2191.164;15.85
MHDD0290;139.5;147;8624.5;24575.835;2215.167;14.84
MHDD0290;261;267;8681.934;24577.886;2108.973;23.68
MHDD0290;316.5;322.5;8708.183;24578.686;2060.08;13.41
MHDD0266;163.5;169.5;8927.776;24627.605;2044.265;12.45
MHDD0198;138;147;9162.051;24355.755;2211.839;13.49
MHDD0198;154.5;160.5;9168.711;24355.912;2198.4;10.72
MHDD0198;162;168;9172.038;24356.017;2191.679;11.02
MHDD0260;142.5;145.5;9205.956;24320.812;2201.051;19.23
MHDD0260;147;151.5;9207.503;24320.669;2196.036;21.88
MHDD0259;138;144;8880.615;24322.973;2219.631;11.97
MHDD0261A;204;210;8718.327;24370.195;2177.004;13.75
MHDD0261A;217.5;225;8724.865;24369.827;2164.347;12.31
MHDD0264;171;177;8714.106;24472.251;2192.373;10.89
MHDD0264;186;192;8721.882;24471.851;2179.553;14.25
MHDD0264;195;201;8726.587;24471.714;2171.882;14.98
